,state,positive,probableCases,negative,pending,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,dataQualityGrade,deathIncrease,hospitalizedIncrease,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,non_residential_percent_change_from_baseline,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,ConfirmedCases,ConfirmedDeaths,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,pop_2019,GDP_2019,Unemployment_rate_2019,Median_Household_Income_2019,Percent_less_than_high_school,Percent_bachelor_or_higher,Percent_some_college_or_associate,Percent_high_school_only,AverageTemperature,Urbanization_rate,White,Black,American_Native,Asian,Pacific_Islander,pc_misconception,not_at_all,not_very,somewhat,very,error_margin,N,misinformation_index,deaths_pth,hospitalized_pth,positivity_rate,state_code
33,North Carolina,199531.08083832337,28947.60465116279,2557366.064417178,151.0,2695642.8682634733,1342.5079872204474,,441.02061855670104,,,,204483.43984962406,3391980.950570342,,,225729.28057553957,3418.3649635036495,256.4296875,,,,,,,,,,,168973.7258064516,,37.0,2268.0389221556884,24509.266467065867,2695643.7724550897,26777.305389221558,2695642.8682634733,,27.949101796407184,0.0,0.0,0.0,0.0,0.0,0.0,,-16.733532934131738,-2.251497005988024,34.92814371257485,-28.25748502994012,-29.047904191616766,8.610778443113773,-8.272455089820358,2.3473053892215567,0.9409937888198758,2.0479041916167664,0.8932926829268293,1.152694610778443,0.8689024390243902,3.0089820359281436,1.0,0.9640718562874252,0.9565217391304348,1.2694610778443114,0.9847560975609756,1.1976047904191616,0.9025157232704403,0.0,200896.24550898204,2929.5508982035926,57.569670658682625,53.31967065868289,54.07886227544903,10488084.0,508625.09999999683,3.900000000000007,57388.0,12.599999999999946,30.5,31.0,25.89999999999984,15.0,66.09999999999981,0.7077992254587494,0.23028693579437218,0.022845750185062973,0.03686387959001768,0.0022042089718036307,0.15,4.25,6.516666666666666,23.183333333333334,66.01666666666667,4.916666666666667,494.5,56.48383333333334,0.0026648434353126063,0.0,0.08470004315925765,NC
34,North Dakota,29499.36280487805,662.734756097561,159162.3746223565,6.5,517501.1768292683,111.96688741721854,1171.788643533123,27.427710843373493,350.0421686746988,,,28009.363344051446,541377.5457317074,,,28836.628048780487,,,517501.1768292683,188956.38414634147,9363.268292682927,638.8414634146342,8724.426829268292,,,,,,17933.647058823528,,38.0,294.9546827794562,895.6374622356495,188394.52870090635,4066.462235649547,188394.37160120846,,4.356495468277946,11.419939577039274,0.0,0.0,0.0,0.0,0.0,,-12.842900302114804,-4.163141993957704,63.88513513513514,-13.208459214501511,-22.099697885196374,7.132930513595166,0.8459214501510551,2.3716012084592144,0.2391304347826087,1.0453172205438066,0.7598684210526315,1.0996978851963746,0.7760736196319018,0.6646525679758308,0.09090909090909091,0.15709969788519637,0.0,0.0,,0.18126888217522658,1.0,1.0030211480362539,29119.4501510574,390.33836858006043,33.0406344410874,33.43622356495476,36.0933232628399,762062.0,54099.599999999846,2.3999999999999857,67402.0,7.5,29.5,36.299999999999855,26.800000000000065,4.670000000000012,59.900000000000034,0.8697988984244867,0.04048033815806342,0.06617650826181629,0.02172153195849886,0.0018227231971307727,0.145,5.0,11.166666666666666,34.849999999999994,48.96666666666666,9.200000000000001,194.33333333333334,59.94716666666667,0.005716720513918744,0.014985578046194764,0.07253348628045043,ND
35,Ohio,210379.21921921923,20088.037037037036,,94.91666666666667,2896379.548192771,1897.8945454545456,16058.700315457414,512.9054545454545,3076.5942492012778,306.3818181818182,,245016.39252336448,2896379.548192771,207975.93373493975,,192462.86186186186,4256.922558922559,370.18518518518516,,,,,,,,,,,561449.1944444445,28830.89814814815,39.0,2690.066066066066,0.0,210382.63963963964,27249.45945945946,210379.21921921923,,33.55855855855856,138.78378378378378,0.0,0.0,0.0,0.0,0.0,,-15.651651651651651,-2.870870870870871,95.44144144144144,-13.654654654654655,-28.02102102102102,8.555555555555555,7.048648648648647,2.4984984984984986,0.4878048780487805,1.6546546546546546,1.0,1.4744744744744744,0.7357357357357357,3.8828828828828827,1.0,0.0,,1.3423423423423424,1.0,0.9459459459459459,1.0,0.918918918918919,210378.98198198198,5297.480480480481,56.581021021021066,54.19222222222225,57.12513513513524,11689100.0,615600.1999999973,4.099999999999989,58704.0,9.900000000000057,27.800000000000033,29.100000000000183,33.299999999999905,10.389999999999976,77.90000000000038,0.8183303946606774,0.14215666322477688,0.00899942783459584,0.029266427235740494,0.0012470870442068572,0.135,3.966666666666667,6.6000000000000005,24.666666666666668,64.8,4.7,506.5,54.08766666666666,0.0028709274930113146,0.011872922961030685,0.09871997901713343,OH
36,Oklahoma,94412.3746223565,,953011.7606060606,5487.5,1044544.9456193354,794.6864686468647,6487.845425867508,255.37908496732027,,,,88714.64900662252,1245851.8669064748,114625.19424460431,1128726.5215827338,35389.22340425532,,,,,71859.1106870229,4274.534351145038,,,,,,,,,40.0,1176.6495468277947,8445.138972809667,1047429.6132930514,9621.788519637463,1044544.9456193354,,10.716012084592146,66.22658610271904,0.0,0.0,0.0,0.0,0.0,,-10.220543806646525,1.2084592145015105,34.30815709969789,-4.1782477341389725,-25.380664652567976,7.096676737160121,-0.8525679758308157,2.404833836858006,0.16199376947040497,0.48338368580060426,0.7105263157894737,1.1540785498489425,0.2608695652173913,2.0604229607250755,0.1169811320754717,0.5045317220543807,0.0,0.851963746223565,0.23770491803278687,0.7552870090634441,0.372,0.0,94413.26586102719,984.9214501510575,35.73006042296061,36.742447129909216,39.59610271903319,3956971.0,201314.0,3.29999999999998,54447.0,12.199999999999926,25.199999999999886,31.299999999999947,31.299999999999947,15.329999999999947,66.20000000000041,0.7477119988472862,0.08895844224909316,0.1311750199425455,0.02888481480094654,0.003269724160126179,0.15,4.383333333333333,7.883333333333334,28.366666666666664,59.400000000000006,6.633333333333333,377.3333333333333,54.9275,0.002708135107533552,0.016736687254649843,0.1222901069199689,OK
37,Oregon,36779.18318318318,,369160.4742647059,164.66666666666666,1076805.2954545454,271.02941176470586,2607.8,67.03355704697987,,31.516129032258064,,3482.9493670886077,1076805.2954545454,60339.76948051948,1016290.2012987013,,,,,515710.50980392157,,,,,,,,,,,41.0,426.3952095808383,0.0,337311.619760479,9469.311377245509,337302.74550898204,,5.859281437125748,23.167664670658684,0.0,0.0,0.0,0.0,0.0,,-20.74251497005988,-3.5119760479041915,51.27245508982036,-28.772455089820358,-32.82634730538922,9.544910179640718,-6.916167664670663,2.4491017964071857,0.2391304347826087,1.9910179640718564,0.484472049689441,1.9281437125748504,1.0,3.7035928143712575,0.8757763975155279,0.0,,0.7574850299401198,0.7560975609756098,1.0658682634730539,0.22611464968152867,0.47904191616766467,37081.700598802396,543.9580838323353,53.52574850299418,51.19170658682648,49.88514970059866,4217737.0,222384.29999999862,3.700000000000023,66955.0,9.599999999999943,32.89999999999979,34.5,23.0,9.110000000000012,81.0,0.8661648700247812,0.031214134935787157,0.033360700204183955,0.06110884442138351,0.008151450413865237,0.11,3.716666666666667,7.300000000000001,25.233333333333334,63.75000000000001,5.383333333333333,428.6666666666667,55.351,0.001389200283736456,0.005492913538861879,0.04502916765473085,OR
38,Pennsylvania,209295.90060240965,20686.270588235293,1505342.2385321101,119.6,2814137.576119403,2113.7766666666666,657.5454545454545,918.9,,309.531561461794,,190100.55686274508,,,,243905.70196078432,,,2814137.576119403,1701646.871559633,,590.7619047619048,,,,,,,,,42.0,2517.086567164179,10857.167164179105,1676817.16119403,27548.39104477612,1676815.376119403,,64.65970149253731,0.0,0.0,0.0,0.0,0.0,0.0,,-20.707462686567165,-6.098507462686567,51.188059701492534,-34.788059701492536,-32.03283582089552,10.35223880597015,-8.487761194029847,2.4,0.27384615384615385,1.7044776119402985,0.8738461538461538,1.5671641791044777,0.8246153846153846,3.1791044776119404,0.32063492063492066,0.6179104477611941,0.0,0.6805970149253732,0.6948051948051948,0.9582089552238806,0.8104838709677419,0.43582089552238806,211212.39402985075,7676.223880597015,51.394477611940225,51.71119402985093,52.45626865671639,12801989.0,728018.0,4.400000000000017,63455.0,9.800000000000049,30.79999999999995,24.30000000000013,35.100000000000215,9.329999999999957,78.70000000000046,0.8162939361761287,0.13124203297212994,0.008937882051838347,0.04199414330645201,0.0015320054934463293,0.11,3.9166666666666665,6.116666666666667,24.55,65.45,4.6499999999999995,524.8333333333334,53.58166666666667,0.005050754339230983,0.0,0.09136963981210378,PA
39,Rhode Island,31621.356083086055,,254146.18694362018,131.28571428571428,740813.2202380953,201.42492012779553,3209.6802721088434,30.90705128205128,,19.713826366559484,,2510.2964169381107,150306.56097560975,40241.95845697329,698282.7477744807,,,,740813.2202380953,285767.5430267062,,,,,,,,,,,44.0,343.3382789317507,1862.9584569732938,285775.7240356083,7533.513353115727,285767.5430267062,,6.433234421364985,24.270029673590503,0.0,0.0,0.0,0.0,0.0,,-16.87833827893175,-6.908011869436201,107.50967741935484,-43.15727002967359,-31.04747774480712,10.433234421364984,-0.10949554896142133,2.3887240356083086,0.7608695652173914,1.8842729970326408,1.0,1.6231454005934718,0.9846625766871165,3.3175074183976263,1.0,0.0,,1.1632047477744807,0.9627329192546584,1.8456973293768546,1.0,1.9287833827893175,31346.961424332345,968.6557863501483,64.55899109792308,65.44219584569757,63.036201780415134,1059361.0,55047.59999999991,3.5999999999999996,70383.0,12.0,33.2999999999999,26.5,28.19999999999999,10.059999999999954,90.7000000000005,0.834650806359376,0.10034541919249686,0.0184742079377787,0.043227267528308626,0.003302298982042797,0.14,1.5999999999999999,4.3,19.666666666666668,74.43333333333334,6.416666666666667,277.3333333333333,59.05783333333334,0.006072749913735719,0.02291006528802788,0.04557478865949738,RI
40,South Carolina,123015.7245508982,12361.420212765957,1078282.5479041915,,1201298.2724550897,1137.08984375,7236.127795527156,280.7659574468085,,156.59895833333334,,66818.73702422145,1536096.0852713177,195795.72549019608,1357385.9137254902,116039.53293413174,2756.194139194139,226.51528384279476,,118179.375,73993.65957446808,8568.234042553191,65423.83829787234,,,,,,245340.10071942446,31543.187050359713,45.0,1327.502994011976,11329.74251497006,1201298.2724550897,12657.245508982036,1201298.2724550897,,21.08383233532934,54.16167664670659,0.0,0.0,0.0,0.0,0.0,,-11.862275449101796,-0.9730538922155688,19.835329341317365,-7.2844311377245505,-25.727544910179642,7.458083832335329,-5.202395209580838,2.3892215568862274,0.43167701863354035,1.2125748502994012,0.953125,1.062874251497006,1.0,2.769461077844311,1.0,0.2155688622754491,0.0,1.0508982035928143,0.9615384615384616,0.18862275449101795,1.0,0.0,123021.08982035928,2420.8562874251497,42.42419161676643,45.19455089820356,46.09730538922145,5148714.0,213451.20000000132,2.799999999999984,56360.0,12.900000000000041,27.399999999999828,30.20000000000003,29.5,16.89000000000006,66.29999999999959,0.6888288312276185,0.2756127434665104,0.011063521437225022,0.022671365618658557,0.0018235382499890535,0.15,3.733333333333333,6.3,25.733333333333334,64.25000000000001,5.683333333333334,422.1666666666667,54.65566666666666,0.004094970576211719,0.010519457217220958,0.1048808757853304,SC
41,South Dakota,31614.22658610272,5978.444444444444,131888.07854984896,61.333333333333336,163502.3655589124,204.73076923076923,2080.6188925081433,72.63414634146342,,42.048780487804876,,28416.66346153846,469743.2197802198,,,70002.07692307692,,,,163502.3655589124,,,,,,,,,,,46.0,327.0392749244713,889.2990936555891,163510.08761329306,1216.3383685800604,163502.30513595167,,5.371601208459214,19.003021148036254,0.0,0.0,0.0,0.0,0.0,,-4.474320241691843,14.722054380664652,139.80921052631578,5.5588235294117645,-20.60725075528701,6.6555891238670695,24.796626384692843,2.0574018126888216,0.696319018404908,0.35347432024169184,0.8727272727272727,0.2598187311178248,0.8372093023255814,0.4350453172205438,1.0,0.0,,0.08761329305135952,0.0,0.18731117824773413,0.8727272727272727,0.0,31613.08157099698,415.17824773413895,20.90187311178243,25.21132930513585,25.58646525679748,884659.0,46810.400000000256,3.29999999999998,60414.0,8.300000000000022,28.5,32.70000000000008,30.60000000000019,7.329999999999965,56.70000000000035,0.8465566025262453,0.02996941356909293,0.10212298037003381,0.019582587770716316,0.0017684157639115245,0.15,6.0,9.716666666666667,29.349999999999998,54.900000000000006,8.433333333333334,219.83333333333334,53.8305,0.006071945471033714,0.021480616992577087,0.2688719548543496,SD
42,Tennessee,196858.01501501503,20898.915750915752,2163266.211009174,,2321146.4564564563,1422.9413680781759,7007.2140575079875,506.757225433526,,256.5606936416185,,182946.58631921824,3189146.2638297873,296281.55555555556,2905103.452991453,214638.59352517987,2680.7388059701493,335.3333333333333,,415674.8620689655,,,,,,,,,443350.98058252427,54067.50485436893,47.0,2185.765765765766,17147.084084084083,2321146.4564564563,19332.84984984985,2321146.4564564563,,28.97897897897898,51.411411411411414,0.0,0.0,0.0,0.0,0.0,,-11.912912912912914,-0.21921921921921922,46.75975975975976,-15.411411411411411,-26.35735735735736,7.381381381381382,-1.4282282282282284,2.3993993993993996,0.32,1.5645645645645645,0.3076923076923077,1.8858858858858858,0.3476923076923077,3.1681681681681684,0.6708860759493671,0.924924924924925,0.0,1.132132132132132,0.7244582043343654,0.16816816816816818,0.5535714285714286,0.0,196855.01801801802,2409.771771771772,47.164864864864825,43.134564564564485,47.00288288288278,6829174.0,330802.0,3.399999999999994,56047.0,13.0,26.60000000000017,28.0,32.3999999999998,14.219999999999956,66.40000000000019,0.7857373042787134,0.17760964577787822,0.011021489345353616,0.023888232008780323,0.0017433285892700023,0.15,3.366666666666667,7.583333333333333,25.966666666666665,63.03333333333333,5.333333333333333,453.1666666666667,54.796666666666674,0.0042434090827058995,0.007528203471080311,0.1130596773234,TN
43,Texas,662785.2994011976,168374.60869565216,,,5724152.701492538,6059.299674267101,,2234.3453608247423,,,,569682.5909090909,5724152.701492538,715488.528358209,,616406.6646706586,453.25,,,,415218.5984848485,41584.41015625,,,,,,,435917.00398406375,38828.940239043826,48.0,7046.662686567164,0.0,660806.8358208955,51937.653731343285,660806.8358208955,,108.92835820895522,0.0,0.0,0.0,0.0,0.0,0.0,,-19.161194029850748,-7.295522388059702,-6.605970149253731,-28.029850746268657,-31.370149253731345,10.794029850746268,-18.49253731343285,2.3223880597014928,0.3105590062111801,1.9761194029850746,0.6055900621118012,1.9223880597014926,0.07033639143730887,3.5432835820895523,0.07308970099667775,0.0,,1.1343283582089552,0.2672955974842767,1.0865671641791044,0.17419354838709677,1.0,673355.6865671641,11943.805970149253,50.75737313432836,45.09907462686562,48.37382089552253,28995881.0,1788527.3000000024,3.5,64044.0,16.800000000000104,29.299999999999983,28.899999999999814,25.0,18.220000000000024,84.70000000000047,0.7876623541131736,0.1353087088270917,0.016373274067503243,0.05802895888567973,0.00262670410654733,0.155,2.8000000000000003,5.300000000000001,23.63333333333333,68.25,4.716666666666666,620.1666666666666,60.85966666666667,0.003756683861716608,0.0,0.1356754142768419,TX
44,Utah,90121.37160120846,,613168.3867069486,,937565.9123867069,327.35185185185185,4351.5667752443,121.56521739130434,967.6555555555556,,365.81481481481484,77524.04081632652,937565.9123867069,90640.52870090635,846925.3836858006,,,,,696271.2054380665,,,,,,,63865.82127659574,10595.927659574469,148967.16595744682,11047.263829787234,49.0,1047.1993957703928,4336.716012084592,703289.7583081571,7877.166163141994,703289.7583081571,,5.030211480362538,40.68882175226586,0.0,0.0,0.0,0.0,0.0,,-14.785498489425981,1.7734138972809668,78.34138972809667,-27.954682779456192,-31.830815709969787,8.969788519637461,1.1087613293051366,2.2416918429003023,0.5858895705521472,1.027190332326284,0.5763358778625954,1.2326283987915407,0.5471014492753623,3.0422960725075527,0.3728813559322034,0.0,,0.6042296072507553,0.25,0.0,,0.0,90120.25981873112,474.42296072507554,36.71362537764356,34.57679758308156,39.3859818731117,3205958.0,164808.29999999917,2.6000000000000147,75705.0,8.0,33.29999999999991,35.79999999999986,22.899999999999867,9.21999999999995,90.59999999999948,0.9045925263807063,0.0210945606105905,0.022345601375841833,0.036483938710524466,0.015483372922335375,0.145,3.6833333333333336,8.783333333333333,28.733333333333334,58.76666666666667,6.800000000000001,341.0,54.60883333333333,0.0015690197689310148,0.012691626575353096,0.1329411331539936,UT
45,Vermont,2629.3454545454547,44.14545454545455,121138.45151515151,,259240.11343283582,19.664495114006513,36.38461538461539,4.704081632653061,,0.0,,2077.640410958904,259240.11343283582,,,2584.951515151515,63.86530612244898,,,123724.57272727272,,,,,,,,,,,50.0,35.71641791044776,871.7850746268657,121920.51641791045,2678.6597014925374,121920.51641791045,,0.5194029850746269,0.0,0.0,0.0,0.0,0.0,0.0,,-18.8089552238806,-6.2119402985074625,69.5210355987055,-37.064516129032256,-30.68358208955224,10.02089552238806,-5.500348258706466,2.334328358208955,0.5745341614906833,1.5462686567164179,1.0,1.9402985074626866,1.0,3.343283582089552,0.7353846153846154,0.0,,1.0656716417910448,1.0,1.9402985074626866,1.0,0.4955223880597015,2581.6805970149253,63.994029850746266,60.191880597014965,61.597044776119574,59.85641791044757,623989.0,30484.69999999998,2.3999999999999857,63293.0,7.4000000000000465,37.299999999999834,26.10000000000016,29.20000000000001,6.05999999999996,38.89999999999977,0.9419378733047283,0.020453097389573828,0.012692753141017,0.023915042670123295,0.0010012334945559936,0.09,2.35,6.3500000000000005,23.349999999999998,68.0,7.966666666666666,188.83333333333334,52.817,0.0008323912522089764,0.0,0.013333689938496752,VT
46,Virginia,138757.4054054054,18007.094405594406,,362.006600660066,1704605.0919881305,1467.2040133779265,9457.638364779874,330.3456375838926,,175.29194630872485,,16275.423208191127,,148496.46884272998,,143188.77272727274,2711.6013986013986,236.48951048951048,1704605.0919881305,,114772.22333333333,8710.73,,,,,,,157969.9762611276,13219.33234421365,51.0,1497.860534124629,0.0,137435.9169139466,15512.486646884274,137110.43323442136,,19.181008902077153,63.52818991097923,0.0,0.0,0.0,0.0,0.0,,-19.632047477744806,-4.652818991097923,41.07715133531157,-33.21661721068249,-32.795252225519285,11.136498516320474,-9.84391691394659,2.3531157270029674,0.9440993788819876,1.6350148367952522,1.0,1.4925816023738872,0.9202453987730062,3.0682492581602374,0.6369426751592356,0.0,,1.195845697329377,1.0,0.913946587537092,1.0,0.0,137115.48071216617,2510.519287833828,50.638308605341365,49.55047477744827,51.30192878338281,8535519.0,485998.40000000305,2.7999999999999834,76471.0,10.699999999999939,38.20000000000018,27.0,24.100000000000147,12.829999999999949,75.5,0.6980248242958221,0.20779809687495895,0.012368885801398836,0.07929185591951357,0.002516337108310889,0.15,2.9333333333333336,4.949999999999999,23.95,68.16666666666667,4.8,489.6666666666667,59.9785,0.002247198899337832,0.00744280340902284,0.09655837701723202,VA
47,Washington,90822.44213649852,3647.398190045249,,63.0,1576155.5697329377,608.3102310231023,8362.59765625,166.87362637362637,,66.70703125,,,,,,88430.52818991098,1831.0616740088105,,1576155.5697329377,350226.89873417723,,,,,,,,,,,53.0,924.566765578635,0.0,90822.81602373887,13496.13353115727,90822.44213649852,,12.700296735905045,52.54005934718101,0.0,0.0,0.0,0.0,0.0,,-22.949554896142434,-6.029673590504451,47.81899109792285,-40.154302670623146,-36.07121661721068,11.252225519287833,-11.47715133531158,2.857566765578635,0.29595015576323985,2.0741839762611276,0.46107784431137727,1.9614243323442135,0.8263473053892215,3.830860534124629,0.3853211009174312,0.9347181008902077,0.0,1.198813056379822,0.20958083832335328,0.2403560830860534,0.0,1.1632047477744807,90140.0059347181,1804.40059347181,56.5004451038576,52.178249258160236,51.5861127596438,7614893.0,531224.0999999967,4.299999999999973,78674.0,8.900000000000054,35.29999999999986,33.70000000000011,22.19999999999988,9.059999999999954,84.09999999999953,0.786538331205458,0.05634939856300962,0.032964168926602415,0.11173826203696248,0.012409839267970105,0.13,2.65,5.866666666666667,24.399999999999995,67.06666666666668,5.216666666666668,441.6666666666667,59.15833333333333,0.0016678234002638049,0.006899645122680122,0.06850604756126438,WA
48,West Virginia,24034.96686746988,4860.278008298756,531902.2560240964,5.92,555937.2228915662,253.53198653198652,29.764705882352942,74.60942760942761,73.0,33.48148148148148,50.0,19104.983164983165,657719.845323741,,,20492.91265060241,678.7674418604652,63.2093023255814,,,17312.562992125986,,,,,,,,,,54.0,364.46084337349396,5495.713855421687,555937.6686746988,5860.174698795181,555937.2228915662,,6.096385542168675,0.0,0.0,0.0,0.0,0.0,0.0,,-12.225903614457831,-0.31626506024096385,39.663492063492065,-3.650455927051672,-25.003012048192772,6.882530120481928,-0.7629518072289164,2.4518072289156625,0.5538461538461539,0.9427710843373494,0.901840490797546,1.819277108433735,0.543046357615894,2.9728915662650603,1.0,0.0,,1.0813253012048192,0.27129337539432175,1.105421686746988,1.0,1.608433734939759,24036.623493975905,414.2168674698795,52.401656626505975,46.68749999999996,51.25174698795177,1792147.0,72161.5,4.9000000000000234,48659.0,13.5,20.300000000000114,25.699999999999907,40.5,11.0,48.700000000000294,0.9342108432679586,0.045612413829349545,0.008286944982174624,0.01102097439625804,0.0008688235242591738,0.16,2.8333333333333335,6.633333333333333,25.516666666666666,65.01666666666667,6.8500000000000005,325.1666666666667,55.315666666666665,0.0034017218130927176,0.0,0.062192829071874775,WV
49,Wisconsin,166131.2005988024,11776.438650306749,1099571.0898203594,156.16722408026754,2075788.9104477612,736.8196721311475,8800.918566775244,187.9049180327869,1152.182119205298,348.0,,160868.8916967509,152217.0,,,154636.92215568863,2038.3260073260074,129.64055299539172,2075788.9104477612,1576358.9015151516,,,,,,,,,,,55.0,1767.5820895522388,7485.373134328358,1262063.4597014925,18440.501492537314,1261924.0746268656,,19.20597014925373,72.53134328358209,0.0,0.0,0.0,0.0,0.0,,-17.480597014925372,-0.6925373134328359,110.8268656716418,-17.235820895522387,-25.907462686567165,9.226865671641791,9.902089552238806,2.4119402985074627,0.175,1.2716417910447761,0.5233644859813084,1.1671641791044776,0.5233644859813084,3.773134328358209,0.17757009345794392,0.9552238805970149,0.0,0.6388059701492538,0.9182389937106918,0.4716417910447761,0.8354430379746836,0.0,163484.38507462686,1810.1701492537313,43.957134328358215,45.46295522388051,46.6290447761193,5822434.0,305874.40000000136,3.29999999999998,64177.0,8.09999999999995,29.5,31.5,30.899999999999803,6.170000000000028,70.20000000000043,0.8704845860902429,0.07595534999528321,0.01785710982907764,0.03442826293443296,0.0012746911509598504,0.125,4.016666666666667,7.033333333333332,26.416666666666668,62.550000000000004,5.166666666666667,459.1666666666667,55.24516666666667,0.003298615346992981,0.012457220345233984,0.0958532548731151,WI
50,Wyoming,12389.238670694864,1981.9832775919733,75107.00931677019,0.0,179825.88130563797,62.358620689655176,386.9967845659164,,,,,11153.313099041534,179825.88130563797,11057.554896142434,168632.6350148368,10761.573619631901,,,,116705.37168141593,,,,,,,,,,,56.0,154.04154302670622,511.7418397626113,83932.62611275964,1884.2255192878338,83932.62611275964,,1.768545994065282,3.8100890207715135,0.0,0.0,0.0,0.0,0.0,,-6.673590504451038,8.87833827893175,93.31907894736842,13.270833333333334,-20.967359050445104,5.287833827893175,15.950445103857565,2.1750741839762613,0.47335423197492166,1.1335311572700297,0.9906832298136646,1.311572700296736,1.0,2.6973293768545994,0.9906542056074766,1.7566765578635015,0.0,0.14836795252225518,1.0,0.10682492581602374,1.0,0.21364985163204747,12164.99703264095,110.07715133531157,46.23077151335328,44.85089020771503,47.36632047477753,578759.0,39306.599999999766,3.5999999999999996,66152.0,7.099999999999955,26.89999999999983,37.29999999999983,28.700000000000003,5.5599999999999605,64.7999999999996,0.9245236206518255,0.019188509510708957,0.037171935391314824,0.016695640432749865,0.002420294013401056,0.11,9.433333333333334,12.183333333333332,29.416666666666668,48.98333333333333,10.899999999999999,134.83333333333334,48.37616666666667,0.003055755494195826,0.006583204789509128,0.08175324102654555,WY
